City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Tuscaloosa,US,33.2098,-87.5692,48.2,66,75,4.36,broken clouds
701,Mago,RU,53.2514,140.1822,-2.42,83,99,8.75,overcast clouds
702,Krasnyy Chikoy,RU,50.3643,108.7512,13.48,92,100,1.68,overcast clouds
703,Sakaiminato,JP,35.55,133.2333,48.2,66,75,11.5,broken clouds
704,Khash,IR,28.2211,61.2158,36.45,46,27,6.64,scattered clouds
705,Bose,IT,45.4612,8.0137,37.0,80,56,4.14,broken clouds
706,Imbituba,BR,-28.24,-48.6703,75.2,94,75,6.91,broken clouds
707,Lucea,JM,18.451,-78.1736,77.0,83,20,3.44,few clouds
708,Shirokiy,RU,49.758,129.523,-5.37,88,90,9.26,overcast clouds
709,Acapulco,MX,16.8634,-99.8901,80.6,83,90,3.44,overcast clouds
710,Sorong,ID,-0.8833,131.25,82.63,75,94,4.12,light rain
